"source_row_index","evaluation","raw_geometry_identity_sha256","production_geometry_fingerprint_sha256","gds_sha256","s4p_sha256","Lp_nH","Ls_nH","Qp","Qs","Qmin","K_abs","K_signed","conditional_strict","core_range","half_srf_pass","off_grid_vertices","noncanonical_edges","current_qualified","evidence_class"
44,"widthfix_000072__000072__shard_001__8b3ca8927d3cbbf6","15890be957ac72c03e81d5e9c5115c0c190b08fb93068145430bdc1b8f2c4432","71f99663ead6a450069a235714a41bef89c401bd4916794b8c7b81ebd6103f44","d29027b2202c368cd0e8ed34f8b2cbd7618c449f22556ba8c88f0327584d2865","8bb4d344dff59f8bcc3be5e0d2cffaa8db452477148e86346bd8e7fa75e7667e",2.479951305936071,1.8067764659860144,9.523080006871139,10.567828889775262,9.523080006871139,0.4186427021882773,0.4186427021882773,false,false,false,278,2,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
45,"widthfix_000073__000073__shard_001__8fc5d476e2ebb283","fc7c6d455fa73f94e84d4256d265f2b9682d19578ab5c28a7e82d9c8d72186dd","23c6c25f5bb043d396b82845670bba02e8b46e0cfec87eacdda8a9c04487299d","a9716271d2edcb029c386554dd1fdffab37ca577bf108f526efbf97ab0942096","4f7803a76dd97ee69a0b9dd6fc9c9151d5948968248770f8279c1dfa58fcfa09",2.382844845106703,1.8497347550226673,9.57166961267638,11.033176471457482,9.57166961267638,0.37178724823938675,0.37178724823938675,false,false,false,282,4,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
46,"widthfix_000074__000074__shard_001__9148ddbd669e7547","1b40a203d9f6800b674cb24fdcaf87a9df6c65341a7bce4c238f377dd256f4b3","b0159c34688d2efc9cf243b9e7c9d80114b2f20a95b1e81ef1386596a202f89b","14381580bd8c8e26cc680b827cf421e2f64d0927d199a20b8d0bd45d560afa64","3ce7e3ed688e9d5b9e06f099f71e43595d6aceae7c28483c5392a01f4662674c",1.7835214534688881,1.819117399862627,12.665265668109344,12.610269756730977,12.610269756730977,0.5055739175289828,0.5055739175289828,false,true,false,282,6,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
47,"widthfix_000076__000076__shard_001__9f722913ad953e24","39fdf680c9693a8494e22a5e5b770c7dd1d876ae1d42342fcdc52c6667baa4d0","f99309800a8b6ef2b55360bfcdd13bc168e7650a4854ff5d94fca98db116a294","14381580bd8c8e26cc680b827cf421e2f64d0927d199a20b8d0bd45d560afa64","d1821c4ade43588cabf98349cc4537e1e649d26e8d2aced84268f7d575ea5418",2.281935091834123,2.102132326579467,8.153527320888792,7.517061425362973,7.517061425362973,0.5528019446675508,0.5528019446675508,false,false,false,280,6,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
48,"widthfix_000081__000081__shard_001__bb6747cf6d0dd37b","97705147f684a878565bc10036728ce962e48e3070db08de45b9aed148f7d2a1","d94fce8940a9fed6a5a5645d910789abd70cb6373dfa2ff6eb378b531646283b","a9716271d2edcb029c386554dd1fdffab37ca577bf108f526efbf97ab0942096","1eff0f11234b17dd4ad1b043296d0035a519a9ab218ae7ec23557c74e9d69151",2.525121139721238,2.2953086789559403,7.7279041764107035,7.133943860868321,7.133943860868321,0.606750490451038,0.606750490451038,false,false,false,282,4,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
49,"widthfix_000082__000082__shard_001__c05f66054fa1e2bc","1cb0e638bf15a430551648f76404ea7e6dfd58b4282924e7cd666d446ed09e19","c819fe2659da855c47220a1414533e85aa8ef814d2c00cf8140b9c019339d801","d846ec23946c8e1c707f878d6b19821e835be5b584c307322c6a709fade2420d","98e45ca40e5c87b8aa9d95a0a05b9163322262aa894938364a004bf5e93621be",2.283759922667118,2.5017783266256615,11.765742581267368,10.121882674026738,10.121882674026738,0.3587402919052777,0.3587402919052777,false,false,false,282,8,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
50,"widthfix_000085__000085__shard_001__ca41fc3853cc9c68","d7b3e20aa363af049a1a8c97779ab56cd34b08a54999dc8dda2c8ed709a84653","ebaa8a1c45a9b4d4e4f2f3c3f259d117d9b1c21efb616b15a2dfe3271e5c2502","a9716271d2edcb029c386554dd1fdffab37ca577bf108f526efbf97ab0942096","7381508b06ead62bf4eb1ea2927485a7ea6ea38fb1e168ad8914a1eb9449f65f",2.700992716233057,2.926907796815093,8.240693847610968,6.213682189951616,6.213682189951616,0.4197595933941107,0.4197595933941107,false,false,false,280,12,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
51,"widthfix_000087__000087__shard_001__cf6112a31736dbc3","9e4adc01aac5b28acb7e2f5568ef3c2cb16acb7c1e8b600faab7d4d62606f13e","c006835887f911e8e0bc06f2833458d5f3ef11944134cb56ef43382276b405ed","d29027b2202c368cd0e8ed34f8b2cbd7618c449f22556ba8c88f0327584d2865","26311af766453580503ddc3988754edce31525512f0cfb19f3b82d2da15716b7",2.9738750257661306,2.7933444041882334,7.930711205597034,7.639314647426443,7.639314647426443,0.5288755589578988,0.5288755589578988,false,false,false,282,4,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
52,"widthfix_000088__000088__shard_001__da34e27363df8737","c369892e74bae08eed0d02cd87d06645b96c4c0fdbeb0873d64f2d2d2cbe8c03","ada6d1f4437077286b8783962b2c3ec1b6dbd308ea5a6a6c8c6d501c33f445bc","a9716271d2edcb029c386554dd1fdffab37ca577bf108f526efbf97ab0942096","422d4ee5e8771ac927ef21a70f3449682afe280468e256befbc28d8f7192cb08",2.306825029341365,2.5852784299801863,10.36062791018907,8.743130777105979,8.743130777105979,0.33838132929162157,0.33838132929162157,false,false,false,282,0,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
53,"widthfix_000090__000090__shard_001__e363a3a953eb6533","dbdf942cb96c7961da8b450569315d42efdf6989ac162c5b6f377e64e0da7b66","b95075fecadf1076f4666d5c77a0f7cf1c1ce54bf2d42b2402f40d93efed086f","14381580bd8c8e26cc680b827cf421e2f64d0927d199a20b8d0bd45d560afa64","4903ee72a03c23583d80f1ae4c617167cbb1012513d07958e2b0c0eed7b0e44f",2.4488008389999965,2.3424085725478605,10.04654345207729,9.461292238299462,9.461292238299462,0.5228437678055561,0.5228437678055561,false,false,false,278,2,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
54,"widthfix_000091__000091__shard_001__e50ed865cd0c4f17","dcd461a79a0bd48cd90bb1df2846bc11fcfff918ef06819fd9b51348738e3d36","f87f984866a97206953185a2dbeba709e5623b6bc67758c51ce108f264f00cc6","d846ec23946c8e1c707f878d6b19821e835be5b584c307322c6a709fade2420d","4437d4142ac8b57376046094e1303c0e43a792071236b4775e121306f22195bd",2.768717318819235,2.5931631430125277,8.440197319108947,8.77215818289244,8.440197319108947,0.5073681748243479,0.5073681748243479,false,false,false,282,2,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
55,"widthfix_000092__000092__shard_001__e51f1d6db4dafee0","0c4bb3f73f12ebd5f48d93961ca1ee8a7a83609d8da0e90efb0a5434a869ee4d","5225bfe9b78cd38a1d597542d967aad06c7dd9ebc8289d04bb449edcc3b80ae8","a9716271d2edcb029c386554dd1fdffab37ca577bf108f526efbf97ab0942096","f95114c73f237c90a4ae5e50d2c5c3b3c4a0b87282b316a9a9177c96267b1b49",2.173251146767068,1.733821095948396,10.444933371337514,10.679633181614676,10.444933371337514,0.4323331994977376,0.4323331994977376,false,false,false,282,0,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
56,"widthfix_000093__000093__shard_001__f2ecc9a2488e5704","3c96573133c510aa829bb3b7a6a2e2e28c1c170ce7474b32c7110ee3366328c0","e1328a7f4401d42e9b6fa16f947f9a81b6fe541804cf48b177c216b4a5778726","a9716271d2edcb029c386554dd1fdffab37ca577bf108f526efbf97ab0942096","9151bbb8d2109934e426b293d9114d0d3ac779846007b2a83e75dd1dcbef03fc",2.5163683345967254,2.118175073212584,10.142468891345585,11.273666446749662,10.142468891345585,0.4473990242670055,0.4473990242670055,false,false,false,188,6,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
57,"widthfix_000094__000094__shard_001__f64b3760ee561c61","cf9535c06fb571ca5e8fe7844020711780d68d2271484cf40d8a3481ff8c8219","9b2d79ae327644f7503b279eda596e9ac1add88aaa3dce12ed1958c962c15147","14381580bd8c8e26cc680b827cf421e2f64d0927d199a20b8d0bd45d560afa64","7abb4b46a69592aa89ddcf04898db4404bb577c3859d7b1c237719419fc5ce4e",2.00947487865483,1.8930552412082093,12.093168168736078,10.557491271139732,10.557491271139732,0.3397030938609109,0.3397030938609109,false,false,false,282,2,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
58,"widthfix_000095__000095__shard_001__fe2cd2bd4c500315","e42deca88906e9e532ba529e2d04b46bb297a0d5399da09965447313948751bb","49c39adcb0067f58caa2543c3c6b03c43291fcc3ad23581c3d5713c5b59442b7","d846ec23946c8e1c707f878d6b19821e835be5b584c307322c6a709fade2420d","b584c1aba9ee62aee6ed73cd6dd6c540dc747928c67e249217bbcfabbf0823d1",2.816932370215915,2.3995203357186927,6.914867133127053,6.795960735371622,6.795960735371622,0.6735874372955222,0.6735874372955222,false,false,false,278,6,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
59,"widthfix_000096__000096__shard_001__fec1d6d53a91d566","a9619116dc3f79387387f1547af2d4720754250bc8bd58d5f8cca48199ad10be","5550893e9df705ddccdd1cb2ad228533e22b27b3e5d1ef7369faaaa9f344b5f5","d29027b2202c368cd0e8ed34f8b2cbd7618c449f22556ba8c88f0327584d2865","1558f85c612e2d0e3a9b2281326bfa56a1fca7e2a6cfd6ec97edb3e729e5f102",2.324620928607127,2.177116129813235,8.004000680328257,7.66124845227006,7.66124845227006,0.6271952363619787,0.6271952363619787,false,false,false,278,12,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
60,"widthfix_000097__000097__shard_002__077efee6a058e208","ed323d13b32bd29ecd43ec14aa9c686cb31cd604c5c3bc37a88b1e93fd4a2c99","1416cad1d082316a51128cc22aacebf0f1214a46ff4bd79a6b43b90c6d19a1cc","be4d6386395cc6f01382a8479721329aa6666c1003268116d72cd1bff1d5393c","cb8e3e0f1745c957a83fd23fb1db59491bf835a397558a0f547278a645161ea6",2.571665732224736,1.8514561033004988,9.703812172601324,12.712705581380654,9.703812172601324,0.4180378886660353,0.4180378886660353,false,false,false,276,0,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
61,"widthfix_000098__000098__shard_002__0a2a259892b82078","fe2eac70c629caafcd00240b7fb8703ed12a751f62c4b4825f12d2b99290fc0f","ac83c6357a8c402592a3c6b8d1c0523f2352ebafda39e3bdecb0b5f0c28f61a8","9d8fb95cf6d77fabf4476ab46c3763bb86a8141d9e25db771f2828eee8d52a8a","3bb54dcefc5a1b0bdccdccf66b3e67393dbb4aa6a1565281ce48ff56578e8734",2.7177744584678676,2.109888310524667,7.010276180502815,7.711360100639945,7.010276180502815,0.5665983009174467,0.5665983009174467,false,false,false,282,12,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
62,"widthfix_000099__000099__shard_002__0c90732a3fdf4420","56ed2c498987cc3a91bfe1b4f034b028adef75e926b474319b2f755bd97334cd","fdf1fe1b6e8ba7ced251a42a0ebdd834ada06d21048b99ca910b1fea86668c77","dfc2b7b35dee7ba4fef43474cdbf0ddb761195839813b179c1d0f5684bfc9653","24433e82d117a2ba45f372dadd8898460be6f0d938bf42cb32798dca1713ac5a",1.6976740394699885,2.0743391902360706,13.02171763304728,11.426177077215046,11.426177077215046,0.39969978936705053,0.39969978936705053,false,false,false,282,8,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
63,"widthfix_000100__000100__shard_002__137df0a5f24bdfb2","b4ee28682134c1600ae04a1be4c480dd0612fddbad1e0a219a9bff346e673b0f","b71ee9eadbbd9c6a3967cec161da5a6ac2be652e974ac096d9101058fb1e402f","be4d6386395cc6f01382a8479721329aa6666c1003268116d72cd1bff1d5393c","def23f2aecb926ba9d6509f2391e538d10e296ad15fb8432193c9513e2701846",2.1150267092230086,2.0058977640894433,11.431816331980865,11.871488487345035,11.431816331980865,0.4656103263062473,0.4656103263062473,false,false,false,282,4,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
64,"widthfix_000101__000101__shard_002__1423448a8135075b","3241207d40e1e61c25b27ba806e155e6a8b7b61b45af478d597a20e64e056721","4ae52cbb5d169fd27ebfe285406635ec764028c3fcec70e81ba78c9168893b58","be4d6386395cc6f01382a8479721329aa6666c1003268116d72cd1bff1d5393c","10caa6457c6feca0e505222c6a41bf76afea8496b0d0dba0c237a0cb6682a34e",2.01406823117823,1.9874995000064055,9.083090983135696,7.942006547612614,7.942006547612614,0.6736341062455277,0.6736341062455277,false,false,false,226,2,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
65,"widthfix_000103__000103__shard_002__23541f4e648f7a9f","e100e7594c4fe3ae5796ff64e56c8d6754837d87e10fb452f9028f72896eb54a","678eb487caee829ab7b8b04d6e261f6f15b750fe2e38bf95f5ee0872105353e1","8fe49e04eb3bf97a4cbda0411e4f04c78bdf17c385e0b1b51228c607e4a2175f","ef2a4a92f27f0fc52338aa142205ab4c8b34bac1d0c7fb0285041525d4025dce",2.191922278565215,2.750976549054655,8.971336230840382,7.498920688908631,7.498920688908631,0.6998498977935076,0.6998498977935076,false,false,false,282,2,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
66,"widthfix_000104__000104__shard_002__23b6ff6a2e706baa","e5916fabf7652859dca364dafe4f5f19454755e5522f50ab8acfe87d2a84414f","5ad1a5ec6e5e7d3a2c0da689261f46ed43872f4b9514675afa986ccd21f9e5e9","dfc2b7b35dee7ba4fef43474cdbf0ddb761195839813b179c1d0f5684bfc9653","b19f9f7f818e9a401b55cea7e582caa7f2108fd7cfe36b541523085c271f4bc4",1.5329095769267567,1.7951986317181927,14.161655643674852,10.825521158037148,10.825521158037148,0.41248716221459275,0.41248716221459275,false,true,false,272,0,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
67,"widthfix_000106__000106__shard_002__44ac8a0131555ddc","0ba35177d262312385cbc72099170426bec21c9f02b1d2dfebb71a89278d42e1","8c3ed20e29d0950edbd361b1e735bb8324656837f60747b05a41ad4d733ab8f0","dfc2b7b35dee7ba4fef43474cdbf0ddb761195839813b179c1d0f5684bfc9653","ffd167e037e7f947d1fe537f55f56bb6d6b0926d03ec0658aeb185d0529e73aa",2.5053487379081862,2.2144196895459793,10.094357879528275,11.944374600302067,10.094357879528275,0.4878366251164721,0.4878366251164721,false,false,false,282,4,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
68,"widthfix_000107__000107__shard_002__45db531aa9c95293","5f39e84a110919288d5ba47fb6cdaeba0f0a044573ba4997e700fac40588a8dd","9b55df1693d4879843de76108a167a573022726e0252508b62cb9a5a1a3adbad","9d8fb95cf6d77fabf4476ab46c3763bb86a8141d9e25db771f2828eee8d52a8a","8f28e98c39eec20c54ab2068404098d9cc92acec2bf8b761e1a4d708bb8b6362",2.309859011844418,2.2838059094470333,8.236617738203178,7.393086778129966,7.393086778129966,0.5876193043373866,0.5876193043373866,false,false,false,282,0,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
69,"widthfix_000108__000108__shard_002__49fa91119388e7a0","f6c75101d13753b52257d97ce777ec8751827377bf596ab182dba79a5dcecf27","16c0d58f00257ed030bd8416452181c542d6456819ed890f887ab62dde76ddb4","be4d6386395cc6f01382a8479721329aa6666c1003268116d72cd1bff1d5393c","91dd0f8624e9db672850b7d790008c5fc3c0ac86f1f405e0866f5bacd16db90b",2.028175115673244,1.9169733370819706,11.010202956596299,10.633296878203023,10.633296878203023,0.4350159883087837,0.4350159883087837,false,false,false,240,2,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
70,"widthfix_000109__000109__shard_002__533ba16fdf99ebe8","5cefc149425cb195260a4417e34f4a40c0ec867ce35018f43bd0e5802eff9442","39e5275c914d8659e893dd36b8173f44e871914cbf9c5de3120f3e903441c14a","8fe49e04eb3bf97a4cbda0411e4f04c78bdf17c385e0b1b51228c607e4a2175f","f765bf795dfa5a309855316dc8cff8dd3dc6d3a8bcbb7bae570ecbcc3660746d",1.6841705803946578,1.7687386090964734,10.913906001030485,10.928002211004065,10.913906001030485,0.6298512715622222,0.6298512715622222,false,true,false,270,8,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
71,"widthfix_000110__000110__shard_002__5467673de378b9df","b22de739f3e28dcd47d3bfecf6a65fce1dd18dbc6eb78f65c24abdae6e32edbb","49f529c4a090d422e19705fa8e722e8e39daae61dbb212d41ed3dc0e8bb65b9d","434ea125beae38c9397158480ea4b591b1f0c796b8a82159299979ad88bd58fc","6084de234d8c60ccc29a0d38c1a9f93da315ed5a96209476db3f5c2fb699ea86",1.815555135187513,2.10702808944402,14.170510071976897,11.780267185635322,11.780267185635322,0.3349871080872947,0.3349871080872947,false,false,false,270,2,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
72,"widthfix_000111__000111__shard_002__54754295fbf96091","95ddd651e6f512bfd1dd0402054a09a89b17bfe3ce303a9ddbd6329f5b7dbbbf","950e23adc31f873d039116b3a13362f8244e663dc2691b87380ea36430b28e66","dfc2b7b35dee7ba4fef43474cdbf0ddb761195839813b179c1d0f5684bfc9653","cdc74431069bd0a49054a7f53dd07a5339c42eb4c31bb8ed1c3e455f3b9084cb",2.2135187205483637,2.2778956715405108,10.098362548883316,9.708893821025308,9.708893821025308,0.6728841882621259,0.6728841882621259,false,false,false,282,6,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
73,"widthfix_000112__000112__shard_002__57abb6285d29ebab","6c8547e61470327a79c6e94bd82e339325116b24cdf6fc911cb4680a5d5da93c","694a138557f2c845f5892b1f426285cf2398e6da5486beeb165cecc88a02cfdf","8fe49e04eb3bf97a4cbda0411e4f04c78bdf17c385e0b1b51228c607e4a2175f","9ab40b89d0daa28f24720dbbf1f53d9af531ba16238ac020f6f20b13d74b4954",2.2319831855211816,2.1007597846038815,10.21458912321127,10.254222968654158,10.21458912321127,0.469138145585581,0.469138145585581,false,false,false,282,4,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
74,"widthfix_000113__000113__shard_002__57e6158e5b572617","4fae15401adfa85646f7025a0974325423cc02906a6ca556acb9b2a98bbb1c13","fd7a557a320caf6c1196a8b7b01291fc51cdd9822a9a847f85ac2236a93baed6","9d8fb95cf6d77fabf4476ab46c3763bb86a8141d9e25db771f2828eee8d52a8a","092cbbcdfb9fb34866b4ddae32a4e16c939bd04e632f09b6595fc79a05c6d650",2.271112257173266,1.7151714008149823,10.431831663088486,11.983619850095891,10.431831663088486,0.46417943831004127,0.46417943831004127,false,false,false,282,0,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
75,"widthfix_000114__000114__shard_002__593d402113ad48a6","b39482107b4c7dda505c0c284c0a988d24982be5e3b25249b039f6067b0c2217","cf29c02fcf1eeb971d52c3a25b72bc8f6fd9015b1ebf85b921da839400fe2e74","dfc2b7b35dee7ba4fef43474cdbf0ddb761195839813b179c1d0f5684bfc9653","47a625bea96a6dee0f19d0ea33efe2c962f90b46abdf59fbc38aa91c6bd8301f",2.127197448941883,1.8914153188333258,9.780904643552827,9.6054383280783,9.6054383280783,0.536236963538431,0.536236963538431,false,false,false,280,0,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
76,"widthfix_000115__000115__shard_002__67042579e265bb9e","0abdc26a574eba3007327739a5de4459c8c828eade971f1ecf9934a9b6f2dde2","2b37d8283be06bfde2a1b3b2938fce232f815c280d6dc2cf7423338cf02cf92c","be4d6386395cc6f01382a8479721329aa6666c1003268116d72cd1bff1d5393c","43de81cc6c159ae334ac882fb84c6786e0c62bcb15a2d15dacbb1a54188a0ac9",2.0820376951358606,1.6328051421039416,12.02041238640043,14.348804785444285,12.02041238640043,0.383295354725803,0.383295354725803,false,false,false,282,6,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
77,"widthfix_000116__000116__shard_002__6b33693ae1d246f8","c2b1a90574b9e35f4612c38df1f8cd8069396a22eba58db2ad3d2ee3ce476d03","880fa28d79c5ce3618dfd7920dfd60cac0c5fafc0d2fd2fdd3dfd17732261d08","be4d6386395cc6f01382a8479721329aa6666c1003268116d72cd1bff1d5393c","15567293de86d9a00d707ba4eeafa0e0cd0e835dbd4ffb460e61bae180e7a1ea",2.021770757055593,2.358697041272735,9.043248718847138,7.480283542424301,7.480283542424301,0.6484819620166187,0.6484819620166187,false,false,false,282,2,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
78,"widthfix_000117__000117__shard_002__756e88a52a0512d1","aeec727a8c83d7829a3d9962a70aad8563cfb28bb372ec2130052a5d856b2ba3","509942ba158f02de8bd3746d5c5692e90871392fec29da554ead634a0df0c767","dfc2b7b35dee7ba4fef43474cdbf0ddb761195839813b179c1d0f5684bfc9653","02ebf133333cbc4a0d4c9c3337c4f879fd1669f85d47cf55c83fc3ff355ac8a8",1.9251456962921984,2.2368749870345495,12.359453777423264,9.194000931351336,9.194000931351336,0.43733499328896613,0.43733499328896613,false,false,false,278,12,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
79,"widthfix_000118__000118__shard_002__76dd9e4361a08391","819a8026d8371e47dccf5a2c8e5ebbf58bfa76426c229c48272777b203217c65","8107d1b424a06ffc5a20afcaf9a03b958507f1bedb9c48c7775838a70f9085fe","9d8fb95cf6d77fabf4476ab46c3763bb86a8141d9e25db771f2828eee8d52a8a","83f252eccec2b67d55de9c6d6921a5a7e2234ba42a6e45e2feb0a80020e859ae",2.4164570891934645,2.3800430761475146,7.562321360583798,6.812563195078411,6.812563195078411,0.7000274472889811,0.7000274472889811,false,false,false,282,4,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
80,"widthfix_000119__000119__shard_002__79b951f3c81d7567","2205a29fcafab718363e47563535d205d378d67a82c2652cd6db784c5a511a3d","f92104d63911f7fbe4c1de8e6247f68401d3393a6ea0110c9ffeadff9e60b18f","434ea125beae38c9397158480ea4b591b1f0c796b8a82159299979ad88bd58fc","ecd2c1923f1c4fba6c518bb4db7bbcd66366a48f4d4dd358cfcc4a6b69d479b3",2.653250120428036,2.336414712450678,7.029407677713272,7.123300718987326,7.029407677713272,0.7546137541745375,0.7546137541745375,false,false,false,272,4,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
81,"widthfix_000120__000120__shard_002__7ba72bdc42cdc082","b007d8d988c8127aa65c61b7a8fc4ba40705a96896da6ae517b0984bb2af7f33","6078beb5edb00a594e1618cdd1db59615903fd4edc5d30f637ad37622199fc8f","9d8fb95cf6d77fabf4476ab46c3763bb86a8141d9e25db771f2828eee8d52a8a","16b415fe0d28fe272fc05017c9ec380c0a5aa6a2b9df8287ca2e34706ca648aa",2.2121856216025657,1.807079613929066,11.380859947406313,13.81290253954067,11.380859947406313,0.46197583914613816,0.46197583914613816,false,false,false,234,4,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
82,"widthfix_000122__000122__shard_002__7feabf19982f2a87","b53dfee9b816a0e251b144f02ca0d289a5e076d291608077b0343fc6245e7bbe","5f44326f0a43cf50eea7abdfebdabf95e135c3d13019b10073656f54ca1208ae","8fe49e04eb3bf97a4cbda0411e4f04c78bdf17c385e0b1b51228c607e4a2175f","02bc3d738b051158a5d6bed450c00f6f901b72d9ee59220be5aa31a22c3580be",2.2047609551901584,2.6645085612555,8.378882410074697,7.618115641933416,7.618115641933416,0.6610114758207808,0.6610114758207808,false,false,false,282,4,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
83,"widthfix_000123__000123__shard_002__80f0e57767d3bcf6","b9692efce302a7c5e1c5aefe7ad5f120ac298c8cb0964725ab4bdddecc4b73b7","816553dbe818d28f29d56b7aa5e5686a5146a7f760bff0fc548bb22cf9a77347","dfc2b7b35dee7ba4fef43474cdbf0ddb761195839813b179c1d0f5684bfc9653","e3244771f188ee0309e1f89d71bc33f98402f91fb37f4abb0629939e836c230e",2.201262467653449,2.558462238129645,7.566499903926689,6.152796495571419,6.152796495571419,0.6669183368378349,0.6669183368378349,false,false,false,282,4,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
84,"widthfix_000124__000124__shard_002__813abb7304ff9fab","f8b134eeabce86aabca1e7e80b8102d02a08d4a59dd26eb261232aae3478023a","a3942c161a82580ea8f234debf85ffb1d01e7cc724a37640a819836146e4bf19","434ea125beae38c9397158480ea4b591b1f0c796b8a82159299979ad88bd58fc","201f5c9221e052471406faa0f5fd3242b9bce09d3eeaa60da91f74eb9a80171a",2.1404221328611697,1.882506737882164,11.06678799750724,12.106407158481083,11.06678799750724,0.3703485053762508,0.3703485053762508,false,false,false,262,4,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
85,"widthfix_000125__000125__shard_002__841cab166cec11da","8f0e3a66b151da8f192e08dd096559bca456d675d65e7c1d2d312804eb425503","67129b9af681a7e59d50be3fe719b91fb68a85723585f9fc16219205ca5d86a9","434ea125beae38c9397158480ea4b591b1f0c796b8a82159299979ad88bd58fc","3466bd4455c184a05bb9f392634b0bbdb740525ee454cfb45c1f6e3ab1cdf3e3",2.0251994667816953,1.5628889605642122,12.099509894588135,14.525287131693714,12.099509894588135,0.4677974311908711,0.4677974311908711,false,false,false,282,12,false,"HISTORICAL_EM_RESPONSE_CURRENT_MAPPING_DIAGNOSTIC_NOT_FRESH"
