grid_n,split,frequency_hz,lp_bin,ls_bin,k_bin,empty_all_q,unobserved_is_not_proven_unreachable,lp_low_nh,lp_high_nh,ls_low_nh,ls_high_nh,k_low,k_high,N_strict_core_all_q,N_strict_core_q10_20,N_q_below10,N_q10_12,N_q12_14,N_q14_16,N_q16_18,N_q18_20,N_q_above20
8,train,15000000000,3,1,4,True,True,1.0625,1.25,0.6875,0.875,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,1,5,True,True,1.0625,1.25,0.6875,0.875,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,1,6,True,True,1.0625,1.25,0.6875,0.875,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,1,7,True,True,1.0625,1.25,0.6875,0.875,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,2,0,False,True,1.0625,1.25,0.875,1.0625,0.2,0.28125,77,77,0,1,13,47,15,1,0
8,train,15000000000,3,2,1,False,True,1.0625,1.25,0.875,1.0625,0.28125,0.3625,75,75,0,1,24,45,5,0,0
8,train,15000000000,3,2,2,False,True,1.0625,1.25,0.875,1.0625,0.3625,0.44375,47,47,0,0,16,31,0,0,0
8,train,15000000000,3,2,3,False,True,1.0625,1.25,0.875,1.0625,0.44375,0.5249999999999999,6,6,0,0,4,2,0,0,0
8,train,15000000000,3,2,4,False,True,1.0625,1.25,0.875,1.0625,0.5249999999999999,0.60625,1,1,0,0,1,0,0,0,0
8,train,15000000000,3,2,5,True,True,1.0625,1.25,0.875,1.0625,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,2,6,True,True,1.0625,1.25,0.875,1.0625,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,2,7,True,True,1.0625,1.25,0.875,1.0625,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,3,0,False,True,1.0625,1.25,1.0625,1.25,0.2,0.28125,92,92,0,0,9,71,12,0,0
8,train,15000000000,3,3,1,False,True,1.0625,1.25,1.0625,1.25,0.28125,0.3625,88,88,0,0,23,62,3,0,0
8,train,15000000000,3,3,2,False,True,1.0625,1.25,1.0625,1.25,0.3625,0.44375,46,46,0,1,18,26,1,0,0
8,train,15000000000,3,3,3,False,True,1.0625,1.25,1.0625,1.25,0.44375,0.5249999999999999,6,6,0,0,6,0,0,0,0
8,train,15000000000,3,3,4,False,True,1.0625,1.25,1.0625,1.25,0.5249999999999999,0.60625,2,2,0,0,2,0,0,0,0
8,train,15000000000,3,3,5,True,True,1.0625,1.25,1.0625,1.25,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,3,6,True,True,1.0625,1.25,1.0625,1.25,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,3,7,True,True,1.0625,1.25,1.0625,1.25,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,4,0,False,True,1.0625,1.25,1.25,1.4375,0.2,0.28125,101,101,0,4,42,55,0,0,0
8,train,15000000000,3,4,1,False,True,1.0625,1.25,1.25,1.4375,0.28125,0.3625,71,71,0,5,47,19,0,0,0
8,train,15000000000,3,4,2,False,True,1.0625,1.25,1.25,1.4375,0.3625,0.44375,16,16,0,1,13,2,0,0,0
8,train,15000000000,3,4,3,False,True,1.0625,1.25,1.25,1.4375,0.44375,0.5249999999999999,2,2,0,0,2,0,0,0,0
8,train,15000000000,3,4,4,True,True,1.0625,1.25,1.25,1.4375,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,4,5,True,True,1.0625,1.25,1.25,1.4375,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,4,6,True,True,1.0625,1.25,1.25,1.4375,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,4,7,True,True,1.0625,1.25,1.25,1.4375,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,5,0,False,True,1.0625,1.25,1.4375,1.625,0.2,0.28125,73,73,0,17,48,8,0,0,0
8,train,15000000000,3,5,1,False,True,1.0625,1.25,1.4375,1.625,0.28125,0.3625,34,34,0,8,26,0,0,0,0
8,train,15000000000,3,5,2,False,True,1.0625,1.25,1.4375,1.625,0.3625,0.44375,7,7,0,1,6,0,0,0,0
8,train,15000000000,3,5,3,True,True,1.0625,1.25,1.4375,1.625,0.44375,0.5249999999999999,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,5,4,True,True,1.0625,1.25,1.4375,1.625,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,5,5,True,True,1.0625,1.25,1.4375,1.625,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,5,6,True,True,1.0625,1.25,1.4375,1.625,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,5,7,True,True,1.0625,1.25,1.4375,1.625,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,6,0,False,True,1.0625,1.25,1.625,1.8125,0.2,0.28125,42,42,0,32,10,0,0,0,0
8,train,15000000000,3,6,1,False,True,1.0625,1.25,1.625,1.8125,0.28125,0.3625,9,9,0,4,5,0,0,0,0
8,train,15000000000,3,6,2,False,True,1.0625,1.25,1.625,1.8125,0.3625,0.44375,1,1,0,1,0,0,0,0,0
8,train,15000000000,3,6,3,True,True,1.0625,1.25,1.625,1.8125,0.44375,0.5249999999999999,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,6,4,True,True,1.0625,1.25,1.625,1.8125,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,6,5,True,True,1.0625,1.25,1.625,1.8125,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,6,6,True,True,1.0625,1.25,1.625,1.8125,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,6,7,True,True,1.0625,1.25,1.625,1.8125,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,7,0,False,True,1.0625,1.25,1.8125,2.0,0.2,0.28125,12,12,0,12,0,0,0,0,0
8,train,15000000000,3,7,1,True,True,1.0625,1.25,1.8125,2.0,0.28125,0.3625,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,7,2,True,True,1.0625,1.25,1.8125,2.0,0.3625,0.44375,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,7,3,True,True,1.0625,1.25,1.8125,2.0,0.44375,0.5249999999999999,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,7,4,True,True,1.0625,1.25,1.8125,2.0,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,7,5,True,True,1.0625,1.25,1.8125,2.0,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,7,6,True,True,1.0625,1.25,1.8125,2.0,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,3,7,7,True,True,1.0625,1.25,1.8125,2.0,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,0,0,True,True,1.25,1.4375,0.5,0.6875,0.2,0.28125,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,0,1,False,True,1.25,1.4375,0.5,0.6875,0.28125,0.3625,1,1,0,0,1,0,0,0,0
8,train,15000000000,4,0,2,True,True,1.25,1.4375,0.5,0.6875,0.3625,0.44375,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,0,3,True,True,1.25,1.4375,0.5,0.6875,0.44375,0.5249999999999999,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,0,4,True,True,1.25,1.4375,0.5,0.6875,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,0,5,True,True,1.25,1.4375,0.5,0.6875,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,0,6,True,True,1.25,1.4375,0.5,0.6875,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,0,7,True,True,1.25,1.4375,0.5,0.6875,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,1,0,False,True,1.25,1.4375,0.6875,0.875,0.2,0.28125,45,45,0,0,35,10,0,0,0
8,train,15000000000,4,1,1,False,True,1.25,1.4375,0.6875,0.875,0.28125,0.3625,6,6,0,0,3,3,0,0,0
8,train,15000000000,4,1,2,False,True,1.25,1.4375,0.6875,0.875,0.3625,0.44375,1,1,0,0,1,0,0,0,0
8,train,15000000000,4,1,3,True,True,1.25,1.4375,0.6875,0.875,0.44375,0.5249999999999999,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,1,4,True,True,1.25,1.4375,0.6875,0.875,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,1,5,True,True,1.25,1.4375,0.6875,0.875,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,1,6,True,True,1.25,1.4375,0.6875,0.875,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,1,7,True,True,1.25,1.4375,0.6875,0.875,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,2,0,False,True,1.25,1.4375,0.875,1.0625,0.2,0.28125,97,97,0,2,64,31,0,0,0
8,train,15000000000,4,2,1,False,True,1.25,1.4375,0.875,1.0625,0.28125,0.3625,56,56,0,0,40,16,0,0,0
8,train,15000000000,4,2,2,False,True,1.25,1.4375,0.875,1.0625,0.3625,0.44375,18,18,0,4,11,3,0,0,0
8,train,15000000000,4,2,3,False,True,1.25,1.4375,0.875,1.0625,0.44375,0.5249999999999999,3,3,0,0,3,0,0,0,0
8,train,15000000000,4,2,4,True,True,1.25,1.4375,0.875,1.0625,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,2,5,True,True,1.25,1.4375,0.875,1.0625,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,2,6,True,True,1.25,1.4375,0.875,1.0625,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,2,7,True,True,1.25,1.4375,0.875,1.0625,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,3,0,False,True,1.25,1.4375,1.0625,1.25,0.2,0.28125,115,115,0,1,41,72,1,0,0
8,train,15000000000,4,3,1,False,True,1.25,1.4375,1.0625,1.25,0.28125,0.3625,83,83,0,1,54,28,0,0,0
8,train,15000000000,4,3,2,False,True,1.25,1.4375,1.0625,1.25,0.3625,0.44375,25,25,0,3,18,4,0,0,0
8,train,15000000000,4,3,3,False,True,1.25,1.4375,1.0625,1.25,0.44375,0.5249999999999999,6,6,0,0,6,0,0,0,0
8,train,15000000000,4,3,4,True,True,1.25,1.4375,1.0625,1.25,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,3,5,True,True,1.25,1.4375,1.0625,1.25,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,3,6,True,True,1.25,1.4375,1.0625,1.25,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,3,7,True,True,1.25,1.4375,1.0625,1.25,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,4,0,False,True,1.25,1.4375,1.25,1.4375,0.2,0.28125,86,86,0,0,34,52,0,0,0
8,train,15000000000,4,4,1,False,True,1.25,1.4375,1.25,1.4375,0.28125,0.3625,69,69,0,0,35,34,0,0,0
8,train,15000000000,4,4,2,False,True,1.25,1.4375,1.25,1.4375,0.3625,0.44375,22,22,0,3,17,2,0,0,0
8,train,15000000000,4,4,3,False,True,1.25,1.4375,1.25,1.4375,0.44375,0.5249999999999999,3,3,0,0,3,0,0,0,0
8,train,15000000000,4,4,4,True,True,1.25,1.4375,1.25,1.4375,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,4,5,True,True,1.25,1.4375,1.25,1.4375,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,4,6,True,True,1.25,1.4375,1.25,1.4375,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,4,7,True,True,1.25,1.4375,1.25,1.4375,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,5,0,False,True,1.25,1.4375,1.4375,1.625,0.2,0.28125,79,79,0,5,64,10,0,0,0
8,train,15000000000,4,5,1,False,True,1.25,1.4375,1.4375,1.625,0.28125,0.3625,52,52,0,3,42,7,0,0,0
8,train,15000000000,4,5,2,False,True,1.25,1.4375,1.4375,1.625,0.3625,0.44375,16,16,0,1,14,1,0,0,0
8,train,15000000000,4,5,3,False,True,1.25,1.4375,1.4375,1.625,0.44375,0.5249999999999999,1,1,0,0,1,0,0,0,0
8,train,15000000000,4,5,4,True,True,1.25,1.4375,1.4375,1.625,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,5,5,True,True,1.25,1.4375,1.4375,1.625,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,5,6,True,True,1.25,1.4375,1.4375,1.625,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,5,7,True,True,1.25,1.4375,1.4375,1.625,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,6,0,False,True,1.25,1.4375,1.625,1.8125,0.2,0.28125,54,54,0,14,40,0,0,0,0
8,train,15000000000,4,6,1,False,True,1.25,1.4375,1.625,1.8125,0.28125,0.3625,7,7,0,3,4,0,0,0,0
8,train,15000000000,4,6,2,False,True,1.25,1.4375,1.625,1.8125,0.3625,0.44375,2,2,0,0,2,0,0,0,0
8,train,15000000000,4,6,3,True,True,1.25,1.4375,1.625,1.8125,0.44375,0.5249999999999999,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,6,4,True,True,1.25,1.4375,1.625,1.8125,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,6,5,True,True,1.25,1.4375,1.625,1.8125,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,6,6,True,True,1.25,1.4375,1.625,1.8125,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,6,7,True,True,1.25,1.4375,1.625,1.8125,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,7,0,False,True,1.25,1.4375,1.8125,2.0,0.2,0.28125,21,21,0,19,2,0,0,0,0
8,train,15000000000,4,7,1,False,True,1.25,1.4375,1.8125,2.0,0.28125,0.3625,1,1,0,1,0,0,0,0,0
8,train,15000000000,4,7,2,True,True,1.25,1.4375,1.8125,2.0,0.3625,0.44375,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,7,3,True,True,1.25,1.4375,1.8125,2.0,0.44375,0.5249999999999999,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,7,4,True,True,1.25,1.4375,1.8125,2.0,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,7,5,True,True,1.25,1.4375,1.8125,2.0,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,7,6,True,True,1.25,1.4375,1.8125,2.0,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,4,7,7,True,True,1.25,1.4375,1.8125,2.0,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,0,0,True,True,1.4375,1.625,0.5,0.6875,0.2,0.28125,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,0,1,True,True,1.4375,1.625,0.5,0.6875,0.28125,0.3625,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,0,2,True,True,1.4375,1.625,0.5,0.6875,0.3625,0.44375,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,0,3,True,True,1.4375,1.625,0.5,0.6875,0.44375,0.5249999999999999,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,0,4,True,True,1.4375,1.625,0.5,0.6875,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,0,5,True,True,1.4375,1.625,0.5,0.6875,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,0,6,True,True,1.4375,1.625,0.5,0.6875,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,0,7,True,True,1.4375,1.625,0.5,0.6875,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,1,0,False,True,1.4375,1.625,0.6875,0.875,0.2,0.28125,21,21,0,5,16,0,0,0,0
8,train,15000000000,5,1,1,False,True,1.4375,1.625,0.6875,0.875,0.28125,0.3625,2,2,0,1,1,0,0,0,0
8,train,15000000000,5,1,2,True,True,1.4375,1.625,0.6875,0.875,0.3625,0.44375,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,1,3,True,True,1.4375,1.625,0.6875,0.875,0.44375,0.5249999999999999,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,1,4,True,True,1.4375,1.625,0.6875,0.875,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,1,5,True,True,1.4375,1.625,0.6875,0.875,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,1,6,True,True,1.4375,1.625,0.6875,0.875,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,1,7,True,True,1.4375,1.625,0.6875,0.875,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,2,0,False,True,1.4375,1.625,0.875,1.0625,0.2,0.28125,56,56,0,7,45,4,0,0,0
8,train,15000000000,5,2,1,False,True,1.4375,1.625,0.875,1.0625,0.28125,0.3625,21,21,0,1,20,0,0,0,0
8,train,15000000000,5,2,2,False,True,1.4375,1.625,0.875,1.0625,0.3625,0.44375,3,3,0,1,2,0,0,0,0
8,train,15000000000,5,2,3,True,True,1.4375,1.625,0.875,1.0625,0.44375,0.5249999999999999,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,2,4,True,True,1.4375,1.625,0.875,1.0625,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,2,5,True,True,1.4375,1.625,0.875,1.0625,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,2,6,True,True,1.4375,1.625,0.875,1.0625,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,2,7,True,True,1.4375,1.625,0.875,1.0625,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,3,0,False,True,1.4375,1.625,1.0625,1.25,0.2,0.28125,93,93,0,4,79,10,0,0,0
8,train,15000000000,5,3,1,False,True,1.4375,1.625,1.0625,1.25,0.28125,0.3625,55,55,0,3,49,3,0,0,0
8,train,15000000000,5,3,2,False,True,1.4375,1.625,1.0625,1.25,0.3625,0.44375,12,12,0,8,4,0,0,0,0
8,train,15000000000,5,3,3,False,True,1.4375,1.625,1.0625,1.25,0.44375,0.5249999999999999,1,1,0,0,1,0,0,0,0
8,train,15000000000,5,3,4,True,True,1.4375,1.625,1.0625,1.25,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,3,5,True,True,1.4375,1.625,1.0625,1.25,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,3,6,True,True,1.4375,1.625,1.0625,1.25,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,3,7,True,True,1.4375,1.625,1.0625,1.25,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,4,0,False,True,1.4375,1.625,1.25,1.4375,0.2,0.28125,90,90,0,1,68,21,0,0,0
8,train,15000000000,5,4,1,False,True,1.4375,1.625,1.25,1.4375,0.28125,0.3625,61,61,0,5,49,7,0,0,0
8,train,15000000000,5,4,2,False,True,1.4375,1.625,1.25,1.4375,0.3625,0.44375,10,10,0,2,8,0,0,0,0
8,train,15000000000,5,4,3,False,True,1.4375,1.625,1.25,1.4375,0.44375,0.5249999999999999,1,1,0,0,1,0,0,0,0
8,train,15000000000,5,4,4,True,True,1.4375,1.625,1.25,1.4375,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,4,5,True,True,1.4375,1.625,1.25,1.4375,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,4,6,True,True,1.4375,1.625,1.25,1.4375,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,4,7,True,True,1.4375,1.625,1.25,1.4375,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,5,0,False,True,1.4375,1.625,1.4375,1.625,0.2,0.28125,62,62,0,2,55,5,0,0,0
8,train,15000000000,5,5,1,False,True,1.4375,1.625,1.4375,1.625,0.28125,0.3625,39,39,0,4,34,1,0,0,0
8,train,15000000000,5,5,2,False,True,1.4375,1.625,1.4375,1.625,0.3625,0.44375,11,11,0,0,11,0,0,0,0
8,train,15000000000,5,5,3,True,True,1.4375,1.625,1.4375,1.625,0.44375,0.5249999999999999,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,5,4,True,True,1.4375,1.625,1.4375,1.625,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,5,5,True,True,1.4375,1.625,1.4375,1.625,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,5,6,True,True,1.4375,1.625,1.4375,1.625,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,5,7,True,True,1.4375,1.625,1.4375,1.625,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,6,0,False,True,1.4375,1.625,1.625,1.8125,0.2,0.28125,34,34,0,9,25,0,0,0,0
8,train,15000000000,5,6,1,False,True,1.4375,1.625,1.625,1.8125,0.28125,0.3625,25,25,0,1,24,0,0,0,0
8,train,15000000000,5,6,2,False,True,1.4375,1.625,1.625,1.8125,0.3625,0.44375,1,1,0,0,1,0,0,0,0
8,train,15000000000,5,6,3,True,True,1.4375,1.625,1.625,1.8125,0.44375,0.5249999999999999,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,6,4,True,True,1.4375,1.625,1.625,1.8125,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,6,5,True,True,1.4375,1.625,1.625,1.8125,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,6,6,True,True,1.4375,1.625,1.625,1.8125,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,6,7,True,True,1.4375,1.625,1.625,1.8125,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,7,0,False,True,1.4375,1.625,1.8125,2.0,0.2,0.28125,25,25,0,16,9,0,0,0,0
8,train,15000000000,5,7,1,False,True,1.4375,1.625,1.8125,2.0,0.28125,0.3625,4,4,0,3,1,0,0,0,0
8,train,15000000000,5,7,2,True,True,1.4375,1.625,1.8125,2.0,0.3625,0.44375,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,7,3,True,True,1.4375,1.625,1.8125,2.0,0.44375,0.5249999999999999,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,7,4,True,True,1.4375,1.625,1.8125,2.0,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,7,5,True,True,1.4375,1.625,1.8125,2.0,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,7,6,True,True,1.4375,1.625,1.8125,2.0,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,5,7,7,True,True,1.4375,1.625,1.8125,2.0,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,0,0,True,True,1.625,1.8125,0.5,0.6875,0.2,0.28125,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,0,1,True,True,1.625,1.8125,0.5,0.6875,0.28125,0.3625,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,0,2,True,True,1.625,1.8125,0.5,0.6875,0.3625,0.44375,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,0,3,True,True,1.625,1.8125,0.5,0.6875,0.44375,0.5249999999999999,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,0,4,True,True,1.625,1.8125,0.5,0.6875,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,0,5,True,True,1.625,1.8125,0.5,0.6875,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,0,6,True,True,1.625,1.8125,0.5,0.6875,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,0,7,True,True,1.625,1.8125,0.5,0.6875,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,1,0,False,True,1.625,1.8125,0.6875,0.875,0.2,0.28125,6,6,0,5,1,0,0,0,0
8,train,15000000000,6,1,1,True,True,1.625,1.8125,0.6875,0.875,0.28125,0.3625,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,1,2,True,True,1.625,1.8125,0.6875,0.875,0.3625,0.44375,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,1,3,True,True,1.625,1.8125,0.6875,0.875,0.44375,0.5249999999999999,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,1,4,True,True,1.625,1.8125,0.6875,0.875,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,1,5,True,True,1.625,1.8125,0.6875,0.875,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,1,6,True,True,1.625,1.8125,0.6875,0.875,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,1,7,True,True,1.625,1.8125,0.6875,0.875,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,2,0,False,True,1.625,1.8125,0.875,1.0625,0.2,0.28125,32,32,0,19,13,0,0,0,0
8,train,15000000000,6,2,1,False,True,1.625,1.8125,0.875,1.0625,0.28125,0.3625,1,1,0,1,0,0,0,0,0
8,train,15000000000,6,2,2,False,True,1.625,1.8125,0.875,1.0625,0.3625,0.44375,1,1,0,1,0,0,0,0,0
8,train,15000000000,6,2,3,True,True,1.625,1.8125,0.875,1.0625,0.44375,0.5249999999999999,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,2,4,True,True,1.625,1.8125,0.875,1.0625,0.5249999999999999,0.60625,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,2,5,True,True,1.625,1.8125,0.875,1.0625,0.60625,0.6875,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,2,6,True,True,1.625,1.8125,0.875,1.0625,0.6875,0.7687499999999998,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,2,7,True,True,1.625,1.8125,0.875,1.0625,0.7687499999999998,0.85,0,0,0,0,0,0,0,0,0
8,train,15000000000,6,3,0,False,True,1.625,1.8125,1.0625,1.25,0.2,0.28125,79,79,0,34,45,0,0,0,0
8,train,15000000000,6,3,1,False,True,1.625,1.8125,1.0625,1.25,0.28125,0.3625,20,20,0,11,9,0,0,0,0
8,train,15000000000,6,3,2,False,True,1.625,1.8125,1.0625,1.25,0.3625,0.44375,1,1,0,0,1,0,0,0,0
